Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents,Mean precision and recall
station_bike,html_like,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[52, 54, 53, 51, 50]","precision: 1.0
recall: 1.0","[[{'corpus_id': 52, 'score': 0.25583627820014954}, {'corpus_id': 54, 'score': 0.2535487413406372}, {'corpus_id': 53, 'score': 0.24463066458702087}, {'corpus_id': 51, 'score': 0.2281944751739502}, {'corpus_id': 50, 'score': 0.22787189483642578}]]",100,
matches,html_like,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[56, 59, 58, 57, 55]","precision: 1.0
recall: 1.0","[[{'corpus_id': 56, 'score': 0.15623006224632263}, {'corpus_id': 59, 'score': 0.15339826047420502}, {'corpus_id': 58, 'score': 0.1422612965106964}, {'corpus_id': 57, 'score': 0.13460810482501984}, {'corpus_id': 55, 'score': 0.13141010701656342}]]",100,
station_train,html_like,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[60, 61, 62, 64, 63]","precision: 1.0
recall: 1.0","[[{'corpus_id': 60, 'score': 0.3133945167064667}, {'corpus_id': 61, 'score': 0.3120299279689789}, {'corpus_id': 62, 'score': 0.30225899815559387}, {'corpus_id': 64, 'score': 0.276613712310791}, {'corpus_id': 63, 'score': 0.2748622000217438}]]",100,
artist,html_like,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 65, 66, 67]","precision: 1.0
recall: 1.0","[[{'corpus_id': 69, 'score': 0.3138739764690399}, {'corpus_id': 68, 'score': 0.2829406261444092}, {'corpus_id': 65, 'score': 0.2671145796775818}, {'corpus_id': 66, 'score': 0.24029521644115448}, {'corpus_id': 67, 'score': 0.1969538778066635}]]",100,
school,html_like,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 73, 74, 70, 71]","precision: 1.0
recall: 1.0","[[{'corpus_id': 72, 'score': 0.37929436564445496}, {'corpus_id': 73, 'score': 0.3753989636898041}, {'corpus_id': 74, 'score': 0.37109634280204773}, {'corpus_id': 70, 'score': 0.3327701687812805}, {'corpus_id': 71, 'score': 0.265320748090744}]]",100,
book_club,html_like,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 78, 75, 79]","precision: 1.0
recall: 1.0","[[{'corpus_id': 77, 'score': 0.377013623714447}, {'corpus_id': 76, 'score': 0.3183099925518036}, {'corpus_id': 78, 'score': 0.28144773840904236}, {'corpus_id': 75, 'score': 0.2652735114097595}, {'corpus_id': 79, 'score': 0.2416554093360901}]]",100,
Staff,html_like,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 83, 82, 80]","precision: 1.0
recall: 1.0","[[{'corpus_id': 84, 'score': 0.39432233572006226}, {'corpus_id': 81, 'score': 0.31408554315567017}, {'corpus_id': 83, 'score': 0.30364349484443665}, {'corpus_id': 82, 'score': 0.2904731333255768}, {'corpus_id': 80, 'score': 0.14894545078277588}]]",100,
Products,html_like,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 87, 89, 86]","precision: 1.0
recall: 1.0","[[{'corpus_id': 85, 'score': 0.32157886028289795}, {'corpus_id': 88, 'score': 0.25055187940597534}, {'corpus_id': 87, 'score': 0.23906487226486206}, {'corpus_id': 89, 'score': 0.2190587818622589}, {'corpus_id': 86, 'score': 0.21392156183719635}]]",100,
Addresses_customers,html_like,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 97, 29, 27, 93]","precision: 0.4
recall: 0.4","[[{'corpus_id': 91, 'score': 0.1826173961162567}, {'corpus_id': 97, 'score': 0.13538354635238647}, {'corpus_id': 29, 'score': 0.12898293137550354}, {'corpus_id': 27, 'score': 0.11893457919359207}, {'corpus_id': 93, 'score': 0.11769536882638931}]]",100,
Customers,html_like,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 98, 99]","precision: 1.0
recall: 1.0","[[{'corpus_id': 96, 'score': 0.29886990785598755}, {'corpus_id': 95, 'score': 0.2252059280872345}, {'corpus_id': 97, 'score': 0.17171040177345276}, {'corpus_id': 98, 'score': 0.1350911408662796}, {'corpus_id': 99, 'score': 0.12039387226104736}]]",100,
artists,column_header_value_triples,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[96, 97, 4, 31, 27]","precision: 0.2
recall: 0.2","[[{'corpus_id': 96, 'score': 0.11173142492771149}, {'corpus_id': 97, 'score': 0.1106966882944107}, {'corpus_id': 4, 'score': 0.090373694896698}, {'corpus_id': 31, 'score': 0.0813584178686142}, {'corpus_id': 27, 'score': 0.07991037517786026}]]",100,0.79
playlists,column_header_value_triples,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[8, 6, 7, 5, 1]","precision: 0.8
recall: 0.8","[[{'corpus_id': 8, 'score': 0.2538432776927948}, {'corpus_id': 6, 'score': 0.2233096808195114}, {'corpus_id': 7, 'score': 0.19993099570274353}, {'corpus_id': 5, 'score': 0.16747862100601196}, {'corpus_id': 1, 'score': 0.15081526339054108}]]",100,
chip_model,column_header_value_triples,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 13, 14, 10]","precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.3225243389606476}, {'corpus_id': 12, 'score': 0.3192746043205261}, {'corpus_id': 13, 'score': 0.3144781291484833}, {'corpus_id': 14, 'score': 0.31327712535858154}, {'corpus_id': 10, 'score': 0.2962276041507721}]]",100,
Video_Games,column_header_value_triples,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 15, 19, 16]","precision: 1.0
recall: 1.0","[[{'corpus_id': 17, 'score': 0.3766525983810425}, {'corpus_id': 18, 'score': 0.31359580159187317}, {'corpus_id': 15, 'score': 0.2918708920478821}, {'corpus_id': 19, 'score': 0.2889500856399536}, {'corpus_id': 16, 'score': 0.27714574337005615}]]",100,
employee,column_header_value_triples,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 20, 23, 24, 21]","precision: 1.0
recall: 1.0","[[{'corpus_id': 22, 'score': 0.2670862376689911}, {'corpus_id': 20, 'score': 0.2637206017971039}, {'corpus_id': 23, 'score': 0.25561919808387756}, {'corpus_id': 24, 'score': 0.15974998474121094}, {'corpus_id': 21, 'score': 0.15502849221229553}]]",100,
Addresses,column_header_value_triples,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[27, 96, 29, 95, 97]","precision: 0.4
recall: 0.4","[[{'corpus_id': 27, 'score': 0.0934496596455574}, {'corpus_id': 96, 'score': 0.09194105863571167}, {'corpus_id': 29, 'score': 0.08918656408786774}, {'corpus_id': 95, 'score': 0.08350171893835068}, {'corpus_id': 97, 'score': 0.08049121499061584}]]",100,
city,column_header_value_triples,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 31, 33, 30]","precision: 1.0
recall: 1.0","[[{'corpus_id': 32, 'score': 0.44082966446876526}, {'corpus_id': 34, 'score': 0.4045880138874054}, {'corpus_id': 31, 'score': 0.39634281396865845}, {'corpus_id': 33, 'score': 0.39491748809814453}, {'corpus_id': 30, 'score': 0.3694266676902771}]]",100,
shop,column_header_value_triples,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[38, 35, 36, 37, 39]","precision: 1.0
recall: 1.0","[[{'corpus_id': 38, 'score': 0.220225989818573}, {'corpus_id': 35, 'score': 0.21085311472415924}, {'corpus_id': 36, 'score': 0.1922277808189392}, {'corpus_id': 37, 'score': 0.15698646008968353}, {'corpus_id': 39, 'score': 0.15233838558197021}]]",100,
stadium,column_header_value_triples,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 41, 43, 44, 42]","precision: 1.0
recall: 1.0","[[{'corpus_id': 40, 'score': 0.28633129596710205}, {'corpus_id': 41, 'score': 0.24469713866710663}, {'corpus_id': 43, 'score': 0.23804594576358795}, {'corpus_id': 44, 'score': 0.19774246215820312}, {'corpus_id': 42, 'score': 0.18357190489768982}]]",100,
singer,column_header_value_triples,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 49, 46, 47, 48]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.4071727395057678}, {'corpus_id': 49, 'score': 0.3404694199562073}, {'corpus_id': 46, 'score': 0.334094375371933}, {'corpus_id': 47, 'score': 0.3309537172317505}, {'corpus_id': 48, 'score': 0.3217487335205078}]]",100,
station_bike,column_header_value_triples,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[97, 96, 27, 4, 31]","precision: 0.0
recall: 0.0","[[{'corpus_id': 97, 'score': 0.1033618152141571}, {'corpus_id': 96, 'score': 0.08960090577602386}, {'corpus_id': 27, 'score': 0.0848240852355957}, {'corpus_id': 4, 'score': 0.08410891145467758}, {'corpus_id': 31, 'score': 0.08020497858524323}]]",100,
matches,column_header_value_triples,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[57, 38, 37, 42, 26]","precision: 0.2
recall: 0.2","[[{'corpus_id': 57, 'score': 0.04471467435359955}, {'corpus_id': 38, 'score': 0.03853410854935646}, {'corpus_id': 37, 'score': 0.03681797534227371}, {'corpus_id': 42, 'score': 0.035236723721027374}, {'corpus_id': 26, 'score': 0.03465098515152931}]]",100,
station_train,column_header_value_triples,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[64, 62, 63, 61, 60]","precision: 1.0
recall: 1.0","[[{'corpus_id': 64, 'score': 0.42144662141799927}, {'corpus_id': 62, 'score': 0.32525792717933655}, {'corpus_id': 63, 'score': 0.31639036536216736}, {'corpus_id': 61, 'score': 0.3157196342945099}, {'corpus_id': 60, 'score': 0.31171366572380066}]]",100,
artist,column_header_value_triples,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 67, 65]","precision: 1.0
recall: 1.0","[[{'corpus_id': 69, 'score': 0.37444108724594116}, {'corpus_id': 68, 'score': 0.3450579047203064}, {'corpus_id': 66, 'score': 0.3036247193813324}, {'corpus_id': 67, 'score': 0.2515885829925537}, {'corpus_id': 65, 'score': 0.2456936240196228}]]",100,
school,column_header_value_triples,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 73, 70, 71, 74]","precision: 1.0
recall: 1.0","[[{'corpus_id': 72, 'score': 0.4334546625614166}, {'corpus_id': 73, 'score': 0.4123424291610718}, {'corpus_id': 70, 'score': 0.39539745450019836}, {'corpus_id': 71, 'score': 0.36278867721557617}, {'corpus_id': 74, 'score': 0.3233398199081421}]]",100,
book_club,column_header_value_triples,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[79, 77, 76, 78, 75]","precision: 1.0
recall: 1.0","[[{'corpus_id': 79, 'score': 0.24447254836559296}, {'corpus_id': 77, 'score': 0.23112964630126953}, {'corpus_id': 76, 'score': 0.183111310005188}, {'corpus_id': 78, 'score': 0.15712402760982513}, {'corpus_id': 75, 'score': 0.12050549685955048}]]",100,
Staff,column_header_value_triples,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 83, 82, 80]","precision: 1.0
recall: 1.0","[[{'corpus_id': 84, 'score': 0.4054291248321533}, {'corpus_id': 81, 'score': 0.3275853097438812}, {'corpus_id': 83, 'score': 0.30934396386146545}, {'corpus_id': 82, 'score': 0.29924023151397705}, {'corpus_id': 80, 'score': 0.17986565828323364}]]",100,
Products,column_header_value_triples,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 89, 87, 86]","precision: 1.0
recall: 1.0","[[{'corpus_id': 85, 'score': 0.34147998690605164}, {'corpus_id': 88, 'score': 0.27602678537368774}, {'corpus_id': 89, 'score': 0.255532830953598}, {'corpus_id': 87, 'score': 0.2397860288619995}, {'corpus_id': 86, 'score': 0.23271973431110382}]]",100,
Addresses_customers,column_header_value_triples,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 29, 96, 97, 27]","precision: 0.2
recall: 0.2","[[{'corpus_id': 91, 'score': 0.10367273539304733}, {'corpus_id': 29, 'score': 0.07654554396867752}, {'corpus_id': 96, 'score': 0.07564692944288254}, {'corpus_id': 97, 'score': 0.06947208195924759}, {'corpus_id': 27, 'score': 0.06630243360996246}]]",100,
Customers,column_header_value_triples,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[97, 95, 96, 99, 98]","precision: 1.0
recall: 1.0","[[{'corpus_id': 97, 'score': 0.1645740419626236}, {'corpus_id': 95, 'score': 0.1367705911397934}, {'corpus_id': 96, 'score': 0.13191640377044678}, {'corpus_id': 99, 'score': 0.07916770130395889}, {'corpus_id': 98, 'score': 0.07816813886165619}]]",100,
artists,schema_description,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[6, 2, 5, 85, 3]","precision: 0.4
recall: 0.4","[[{'corpus_id': 6, 'score': 0.12215027958154678}, {'corpus_id': 2, 'score': 0.11898589879274368}, {'corpus_id': 5, 'score': 0.11831177026033401}, {'corpus_id': 85, 'score': 0.11681896448135376}, {'corpus_id': 3, 'score': 0.11222687363624573}]]",100,0.91
playlists,schema_description,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[5, 6, 8, 2, 85]","precision: 0.6
recall: 0.6","[[{'corpus_id': 5, 'score': 0.1929401457309723}, {'corpus_id': 6, 'score': 0.1852167844772339}, {'corpus_id': 8, 'score': 0.1612137258052826}, {'corpus_id': 2, 'score': 0.13497987389564514}, {'corpus_id': 85, 'score': 0.13089770078659058}]]",100,
chip_model,schema_description,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 10, 13, 14]","precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.2500128149986267}, {'corpus_id': 12, 'score': 0.24630619585514069}, {'corpus_id': 10, 'score': 0.2341320812702179}, {'corpus_id': 13, 'score': 0.2290094494819641}, {'corpus_id': 14, 'score': 0.22171281278133392}]]",100,
Video_Games,schema_description,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[16, 18, 17, 15, 19]","precision: 1.0
recall: 1.0","[[{'corpus_id': 16, 'score': 0.31211915612220764}, {'corpus_id': 18, 'score': 0.3108147978782654}, {'corpus_id': 17, 'score': 0.25432056188583374}, {'corpus_id': 15, 'score': 0.19220632314682007}, {'corpus_id': 19, 'score': 0.16765962541103363}]]",100,
employee,schema_description,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[23, 22, 24, 21, 20]","precision: 1.0
recall: 1.0","[[{'corpus_id': 23, 'score': 0.29041537642478943}, {'corpus_id': 22, 'score': 0.2727501690387726}, {'corpus_id': 24, 'score': 0.1838453710079193}, {'corpus_id': 21, 'score': 0.17635315656661987}, {'corpus_id': 20, 'score': 0.16724808514118195}]]",100,
Addresses,schema_description,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 26, 27, 29]","precision: 1.0
recall: 1.0","[[{'corpus_id': 28, 'score': 0.17851117253303528}, {'corpus_id': 25, 'score': 0.13751494884490967}, {'corpus_id': 26, 'score': 0.13276022672653198}, {'corpus_id': 27, 'score': 0.1306484341621399}, {'corpus_id': 29, 'score': 0.12999407947063446}]]",100,
city,schema_description,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[31, 32, 33, 34, 30]","precision: 1.0
recall: 1.0","[[{'corpus_id': 31, 'score': 0.4400532841682434}, {'corpus_id': 32, 'score': 0.4246274530887604}, {'corpus_id': 33, 'score': 0.41653910279273987}, {'corpus_id': 34, 'score': 0.403262197971344}, {'corpus_id': 30, 'score': 0.32703977823257446}]]",100,
shop,schema_description,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 36, 37, 38, 80]","precision: 0.8
recall: 0.8","[[{'corpus_id': 35, 'score': 0.18517513573169708}, {'corpus_id': 36, 'score': 0.1831253170967102}, {'corpus_id': 37, 'score': 0.16483169794082642}, {'corpus_id': 38, 'score': 0.15104861557483673}, {'corpus_id': 80, 'score': 0.1234649196267128}]]",100,
stadium,schema_description,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[41, 43, 40, 42, 44]","precision: 1.0
recall: 1.0","[[{'corpus_id': 41, 'score': 0.26264214515686035}, {'corpus_id': 43, 'score': 0.2612563967704773}, {'corpus_id': 40, 'score': 0.2594683766365051}, {'corpus_id': 42, 'score': 0.19313806295394897}, {'corpus_id': 44, 'score': 0.19202692806720734}]]",100,
singer,schema_description,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 49, 46, 47]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.30213662981987}, {'corpus_id': 48, 'score': 0.28571537137031555}, {'corpus_id': 49, 'score': 0.2081918716430664}, {'corpus_id': 46, 'score': 0.19877280294895172}, {'corpus_id': 47, 'score': 0.16641071438789368}]]",100,
station_bike,schema_description,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[52, 54, 53, 51, 50]","precision: 1.0
recall: 1.0","[[{'corpus_id': 52, 'score': 0.2780449092388153}, {'corpus_id': 54, 'score': 0.25885099172592163}, {'corpus_id': 53, 'score': 0.2471015751361847}, {'corpus_id': 51, 'score': 0.2457611858844757}, {'corpus_id': 50, 'score': 0.23194904625415802}]]",100,
matches,schema_description,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[58, 59, 56, 57, 55]","precision: 1.0
recall: 1.0","[[{'corpus_id': 58, 'score': 0.18750916421413422}, {'corpus_id': 59, 'score': 0.15713965892791748}, {'corpus_id': 56, 'score': 0.1536790430545807}, {'corpus_id': 57, 'score': 0.1308092325925827}, {'corpus_id': 55, 'score': 0.11250230669975281}]]",100,
station_train,schema_description,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[64, 61, 60, 62, 63]","precision: 1.0
recall: 1.0","[[{'corpus_id': 64, 'score': 0.29601335525512695}, {'corpus_id': 61, 'score': 0.29349493980407715}, {'corpus_id': 60, 'score': 0.28382354974746704}, {'corpus_id': 62, 'score': 0.26951539516448975}, {'corpus_id': 63, 'score': 0.26040759682655334}]]",100,
artist,schema_description,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 65, 67, 68, 66]","precision: 1.0
recall: 1.0","[[{'corpus_id': 69, 'score': 0.23977740108966827}, {'corpus_id': 65, 'score': 0.2345023900270462}, {'corpus_id': 67, 'score': 0.20498411357402802}, {'corpus_id': 68, 'score': 0.20427824556827545}, {'corpus_id': 66, 'score': 0.19704265892505646}]]",100,
school,schema_description,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[74, 72, 73, 70, 71]","precision: 1.0
recall: 1.0","[[{'corpus_id': 74, 'score': 0.37336117029190063}, {'corpus_id': 72, 'score': 0.31046831607818604}, {'corpus_id': 73, 'score': 0.2985300123691559}, {'corpus_id': 70, 'score': 0.28440332412719727}, {'corpus_id': 71, 'score': 0.25003522634506226}]]",100,
book_club,schema_description,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 79, 76, 75, 78]","precision: 1.0
recall: 1.0","[[{'corpus_id': 77, 'score': 0.2909785807132721}, {'corpus_id': 79, 'score': 0.26577824354171753}, {'corpus_id': 76, 'score': 0.26477938890457153}, {'corpus_id': 75, 'score': 0.24814671277999878}, {'corpus_id': 78, 'score': 0.2105167806148529}]]",100,
Staff,schema_description,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[82, 84, 83, 81, 80]","precision: 1.0
recall: 1.0","[[{'corpus_id': 82, 'score': 0.33436402678489685}, {'corpus_id': 84, 'score': 0.27102333307266235}, {'corpus_id': 83, 'score': 0.23711781203746796}, {'corpus_id': 81, 'score': 0.23562292754650116}, {'corpus_id': 80, 'score': 0.21744215488433838}]]",100,
Products,schema_description,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 89, 88, 87, 86]","precision: 1.0
recall: 1.0","[[{'corpus_id': 85, 'score': 0.27602773904800415}, {'corpus_id': 89, 'score': 0.19554653763771057}, {'corpus_id': 88, 'score': 0.17380519211292267}, {'corpus_id': 87, 'score': 0.1572377234697342}, {'corpus_id': 86, 'score': 0.15093940496444702}]]",100,
Addresses_customers,schema_description,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 97, 27, 92, 28]","precision: 0.4
recall: 0.4","[[{'corpus_id': 91, 'score': 0.17612098157405853}, {'corpus_id': 97, 'score': 0.1528947800397873}, {'corpus_id': 27, 'score': 0.14159752428531647}, {'corpus_id': 92, 'score': 0.1288447082042694}, {'corpus_id': 28, 'score': 0.12060140073299408}]]",100,
Customers,schema_description,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 98, 99]","precision: 1.0
recall: 1.0","[[{'corpus_id': 96, 'score': 0.3089546859264374}, {'corpus_id': 95, 'score': 0.22661471366882324}, {'corpus_id': 97, 'score': 0.1890420764684677}, {'corpus_id': 98, 'score': 0.13515183329582214}, {'corpus_id': 99, 'score': 0.12540683150291443}]]",100,
artists,contextualized,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[97, 80, 0, 85, 4]","precision: 0.4
recall: 0.4","[[{'corpus_id': 97, 'score': 0.09645120054483414}, {'corpus_id': 80, 'score': 0.09440380334854126}, {'corpus_id': 0, 'score': 0.09128023684024811}, {'corpus_id': 85, 'score': 0.08948703855276108}, {'corpus_id': 4, 'score': 0.0879710391163826}]]",100,0.9
playlists,contextualized,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[6, 7, 5, 97, 8]","precision: 0.8
recall: 0.8","[[{'corpus_id': 6, 'score': 0.13406908512115479}, {'corpus_id': 7, 'score': 0.13293157517910004}, {'corpus_id': 5, 'score': 0.13129524886608124}, {'corpus_id': 97, 'score': 0.12043435126543045}, {'corpus_id': 8, 'score': 0.11713452637195587}]]",100,
chip_model,contextualized,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 10, 13, 14]","precision: 1.0
recall: 1.0","[[{'corpus_id': 11, 'score': 0.2801152765750885}, {'corpus_id': 12, 'score': 0.27476823329925537}, {'corpus_id': 10, 'score': 0.27021342515945435}, {'corpus_id': 13, 'score': 0.2663039267063141}, {'corpus_id': 14, 'score': 0.24969813227653503}]]",100,
Video_Games,contextualized,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[16, 18, 17, 15, 19]","precision: 1.0
recall: 1.0","[[{'corpus_id': 16, 'score': 0.30641278624534607}, {'corpus_id': 18, 'score': 0.29832637310028076}, {'corpus_id': 17, 'score': 0.28738486766815186}, {'corpus_id': 15, 'score': 0.24164098501205444}, {'corpus_id': 19, 'score': 0.21774503588676453}]]",100,
employee,contextualized,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[23, 22, 24, 21, 20]","precision: 1.0
recall: 1.0","[[{'corpus_id': 23, 'score': 0.28335294127464294}, {'corpus_id': 22, 'score': 0.23866847157478333}, {'corpus_id': 24, 'score': 0.1690434217453003}, {'corpus_id': 21, 'score': 0.1613268107175827}, {'corpus_id': 20, 'score': 0.15720480680465698}]]",100,
Addresses,contextualized,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 27, 26, 29]","precision: 1.0
recall: 1.0","[[{'corpus_id': 28, 'score': 0.23747536540031433}, {'corpus_id': 25, 'score': 0.22670672833919525}, {'corpus_id': 27, 'score': 0.1894167959690094}, {'corpus_id': 26, 'score': 0.1559790074825287}, {'corpus_id': 29, 'score': 0.13576336205005646}]]",100,
city,contextualized,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[31, 33, 34, 32, 30]","precision: 1.0
recall: 1.0","[[{'corpus_id': 31, 'score': 0.4377409517765045}, {'corpus_id': 33, 'score': 0.4011406898498535}, {'corpus_id': 34, 'score': 0.3787529766559601}, {'corpus_id': 32, 'score': 0.3756783902645111}, {'corpus_id': 30, 'score': 0.31626978516578674}]]",100,
shop,contextualized,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[36, 35, 37, 38, 97]","precision: 0.8
recall: 0.8","[[{'corpus_id': 36, 'score': 0.160494863986969}, {'corpus_id': 35, 'score': 0.1551084816455841}, {'corpus_id': 37, 'score': 0.14364929497241974}, {'corpus_id': 38, 'score': 0.13434699177742004}, {'corpus_id': 97, 'score': 0.11042013764381409}]]",100,
stadium,contextualized,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[43, 40, 41, 44, 42]","precision: 1.0
recall: 1.0","[[{'corpus_id': 43, 'score': 0.2772660553455353}, {'corpus_id': 40, 'score': 0.27116647362709045}, {'corpus_id': 41, 'score': 0.26770442724227905}, {'corpus_id': 44, 'score': 0.22268034517765045}, {'corpus_id': 42, 'score': 0.21585506200790405}]]",100,
singer,contextualized,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 49, 46, 47]","precision: 1.0
recall: 1.0","[[{'corpus_id': 45, 'score': 0.3428504467010498}, {'corpus_id': 48, 'score': 0.2959024906158447}, {'corpus_id': 49, 'score': 0.2857814431190491}, {'corpus_id': 46, 'score': 0.27713629603385925}, {'corpus_id': 47, 'score': 0.2558969557285309}]]",100,
station_bike,contextualized,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[52, 53, 54, 51, 50]","precision: 1.0
recall: 1.0","[[{'corpus_id': 52, 'score': 0.26154541969299316}, {'corpus_id': 53, 'score': 0.24545004963874817}, {'corpus_id': 54, 'score': 0.23796890676021576}, {'corpus_id': 51, 'score': 0.22392791509628296}, {'corpus_id': 50, 'score': 0.21745885908603668}]]",100,
matches,contextualized,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[59, 58, 56, 55, 57]","precision: 1.0
recall: 1.0","[[{'corpus_id': 59, 'score': 0.14074239134788513}, {'corpus_id': 58, 'score': 0.13086912035942078}, {'corpus_id': 56, 'score': 0.12362327426671982}, {'corpus_id': 55, 'score': 0.1223645955324173}, {'corpus_id': 57, 'score': 0.11397894471883774}]]",100,
station_train,contextualized,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[61, 60, 62, 64, 63]","precision: 1.0
recall: 1.0","[[{'corpus_id': 61, 'score': 0.2791301906108856}, {'corpus_id': 60, 'score': 0.27883198857307434}, {'corpus_id': 62, 'score': 0.270671010017395}, {'corpus_id': 64, 'score': 0.2488960176706314}, {'corpus_id': 63, 'score': 0.23937851190567017}]]",100,
artist,contextualized,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 67, 65, 66]","precision: 1.0
recall: 1.0","[[{'corpus_id': 69, 'score': 0.2939392328262329}, {'corpus_id': 68, 'score': 0.26229220628738403}, {'corpus_id': 67, 'score': 0.24819859862327576}, {'corpus_id': 65, 'score': 0.2422960102558136}, {'corpus_id': 66, 'score': 0.23233936727046967}]]",100,
school,contextualized,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[73, 72, 70, 74, 71]","precision: 1.0
recall: 1.0","[[{'corpus_id': 73, 'score': 0.36502358317375183}, {'corpus_id': 72, 'score': 0.33049893379211426}, {'corpus_id': 70, 'score': 0.3217255771160126}, {'corpus_id': 74, 'score': 0.31106629967689514}, {'corpus_id': 71, 'score': 0.2891179025173187}]]",100,
book_club,contextualized,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 79, 75, 78]","precision: 1.0
recall: 1.0","[[{'corpus_id': 77, 'score': 0.2799314856529236}, {'corpus_id': 76, 'score': 0.2700061500072479}, {'corpus_id': 79, 'score': 0.2525424063205719}, {'corpus_id': 75, 'score': 0.24219049513339996}, {'corpus_id': 78, 'score': 0.2091722935438156}]]",100,
Staff,contextualized,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 82, 81, 83, 80]","precision: 1.0
recall: 1.0","[[{'corpus_id': 84, 'score': 0.30161944031715393}, {'corpus_id': 82, 'score': 0.29489755630493164}, {'corpus_id': 81, 'score': 0.20870038866996765}, {'corpus_id': 83, 'score': 0.20519115030765533}, {'corpus_id': 80, 'score': 0.1913677453994751}]]",100,
