Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents,Mean precision and recall
station_bike,template_based,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[53, 54, 52, 51, 50]",precision@5: 1.0,"[[{'corpus_id': 53, 'score': 0.26671674847602844}, {'corpus_id': 54, 'score': 0.26537954807281494}, {'corpus_id': 52, 'score': 0.26537397503852844}, {'corpus_id': 51, 'score': 0.24718323349952698}, {'corpus_id': 50, 'score': 0.24133479595184326}]]",400,
matches,template_based,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[56, 58, 59, 57, 55]",precision@5: 1.0,"[[{'corpus_id': 56, 'score': 0.284150093793869}, {'corpus_id': 58, 'score': 0.2691739797592163}, {'corpus_id': 59, 'score': 0.23493307828903198}, {'corpus_id': 57, 'score': 0.2315370887517929}, {'corpus_id': 55, 'score': 0.19643981754779816}]]",400,
station_train,template_based,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[61, 62, 64, 60, 63]",precision@5: 1.0,"[[{'corpus_id': 61, 'score': 0.3666439354419708}, {'corpus_id': 62, 'score': 0.3612138032913208}, {'corpus_id': 64, 'score': 0.34804707765579224}, {'corpus_id': 60, 'score': 0.34336844086647034}, {'corpus_id': 63, 'score': 0.2585098445415497}]]",400,
artist,template_based,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 65, 67]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.3681040406227112}, {'corpus_id': 68, 'score': 0.3520590662956238}, {'corpus_id': 66, 'score': 0.3033609986305237}, {'corpus_id': 65, 'score': 0.2838244140148163}, {'corpus_id': 67, 'score': 0.25960642099380493}]]",400,
school,template_based,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 74, 73, 70, 71]",precision@5: 1.0,"[[{'corpus_id': 72, 'score': 0.4619031250476837}, {'corpus_id': 74, 'score': 0.4277075529098511}, {'corpus_id': 73, 'score': 0.4141494035720825}, {'corpus_id': 70, 'score': 0.38865289092063904}, {'corpus_id': 71, 'score': 0.33350661396980286}]]",400,
book_club,template_based,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 78, 79, 75]",precision@5: 1.0,"[[{'corpus_id': 77, 'score': 0.3812953233718872}, {'corpus_id': 76, 'score': 0.3511738181114197}, {'corpus_id': 78, 'score': 0.2857305109500885}, {'corpus_id': 79, 'score': 0.26396775245666504}, {'corpus_id': 75, 'score': 0.25982120633125305}]]",400,
Staff,template_based,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 82, 83, 80]",precision@5: 1.0,"[[{'corpus_id': 84, 'score': 0.4007648527622223}, {'corpus_id': 81, 'score': 0.32625821232795715}, {'corpus_id': 82, 'score': 0.31840264797210693}, {'corpus_id': 83, 'score': 0.3102361857891083}, {'corpus_id': 80, 'score': 0.18926696479320526}]]",400,
Products,template_based,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 89, 88, 87, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.36216995120048523}, {'corpus_id': 89, 'score': 0.29117849469184875}, {'corpus_id': 88, 'score': 0.2853909432888031}, {'corpus_id': 87, 'score': 0.2554260790348053}, {'corpus_id': 86, 'score': 0.250523179769516}]]",400,
Addresses_customers,template_based,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[344, 91, 342, 340, 97]",precision@5: 0.2,"[[{'corpus_id': 344, 'score': 0.1850043386220932}, {'corpus_id': 91, 'score': 0.14321400225162506}, {'corpus_id': 342, 'score': 0.13167980313301086}, {'corpus_id': 340, 'score': 0.12683400511741638}, {'corpus_id': 97, 'score': 0.12228665500879288}]]",400,
Customers,template_based,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 99, 98]",precision@5: 1.0,"[[{'corpus_id': 96, 'score': 0.29386377334594727}, {'corpus_id': 95, 'score': 0.24557891488075256}, {'corpus_id': 97, 'score': 0.17948028445243835}, {'corpus_id': 99, 'score': 0.11205358803272247}, {'corpus_id': 98, 'score': 0.10783681273460388}]]",400,
Physician,template_based,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[202, 203, 201, 204, 200]",precision@5: 1.0,"[[{'corpus_id': 202, 'score': 0.3832010328769684}, {'corpus_id': 203, 'score': 0.3416270911693573}, {'corpus_id': 201, 'score': 0.30647602677345276}, {'corpus_id': 204, 'score': 0.27260082960128784}, {'corpus_id': 200, 'score': 0.18404722213745117}]]",400,
Movie,template_based,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 209, 205, 206]",precision@5: 1.0,"[[{'corpus_id': 207, 'score': 0.4350752532482147}, {'corpus_id': 208, 'score': 0.40342849493026733}, {'corpus_id': 209, 'score': 0.34942886233329773}, {'corpus_id': 205, 'score': 0.33185821771621704}, {'corpus_id': 206, 'score': 0.3104625344276428}]]",400,
film,template_based,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[211, 210, 214, 212, 213]",precision@5: 1.0,"[[{'corpus_id': 211, 'score': 0.43961504101753235}, {'corpus_id': 210, 'score': 0.42624330520629883}, {'corpus_id': 214, 'score': 0.42355453968048096}, {'corpus_id': 212, 'score': 0.402365505695343}, {'corpus_id': 213, 'score': 0.36525699496269226}]]",400,
films,template_based,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[217, 215, 219, 216, 218]",precision@5: 1.0,"[[{'corpus_id': 217, 'score': 0.2669386565685272}, {'corpus_id': 215, 'score': 0.2352476269006729}, {'corpus_id': 219, 'score': 0.23502923548221588}, {'corpus_id': 216, 'score': 0.21895280480384827}, {'corpus_id': 218, 'score': 0.21449409425258636}]]",400,
medicine,template_based,5,"Index([220, 221, 222, 223, 224], dtype='int64')","[222, 221, 223, 224, 220]",precision@5: 1.0,"[[{'corpus_id': 222, 'score': 0.26586204767227173}, {'corpus_id': 221, 'score': 0.2062978595495224}, {'corpus_id': 223, 'score': 0.18542763590812683}, {'corpus_id': 224, 'score': 0.1711183786392212}, {'corpus_id': 220, 'score': 0.10799168795347214}]]",400,
party,template_based,5,"Index([225, 226, 227, 228, 229], dtype='int64')","[225, 227, 226, 229, 228]",precision@5: 1.0,"[[{'corpus_id': 225, 'score': 0.41763076186180115}, {'corpus_id': 227, 'score': 0.410993367433548}, {'corpus_id': 226, 'score': 0.3914954662322998}, {'corpus_id': 229, 'score': 0.3855886459350586}, {'corpus_id': 228, 'score': 0.3638293147087097}]]",400,
region,template_based,5,"Index([230, 231, 232, 233, 234], dtype='int64')","[230, 233, 232, 234, 231]",precision@5: 1.0,"[[{'corpus_id': 230, 'score': 0.49646759033203125}, {'corpus_id': 233, 'score': 0.41702938079833984}, {'corpus_id': 232, 'score': 0.41120707988739014}, {'corpus_id': 234, 'score': 0.3742220401763916}, {'corpus_id': 231, 'score': 0.3429657816886902}]]",400,
Student,template_based,5,"Index([235, 236, 237, 238, 239], dtype='int64')","[333, 332, 236, 330, 239]",precision@5: 0.4,"[[{'corpus_id': 333, 'score': 0.18518763780593872}, {'corpus_id': 332, 'score': 0.18484088778495789}, {'corpus_id': 236, 'score': 0.18311521410942078}, {'corpus_id': 330, 'score': 0.1814390867948532}, {'corpus_id': 239, 'score': 0.17865987122058868}]]",400,
list,template_based,5,"Index([240, 241, 242, 243, 244], dtype='int64')","[241, 240, 242, 243, 244]",precision@5: 1.0,"[[{'corpus_id': 241, 'score': 0.208086758852005}, {'corpus_id': 240, 'score': 0.1572198122739792}, {'corpus_id': 242, 'score': 0.15065349638462067}, {'corpus_id': 243, 'score': 0.1125105693936348}, {'corpus_id': 244, 'score': 0.10651831328868866}]]",400,
teachers,template_based,5,"Index([245, 246, 247, 248, 249], dtype='int64')","[247, 248, 246, 245, 249]",precision@5: 1.0,"[[{'corpus_id': 247, 'score': 0.27002987265586853}, {'corpus_id': 248, 'score': 0.20161861181259155}, {'corpus_id': 246, 'score': 0.19310711324214935}, {'corpus_id': 245, 'score': 0.18466497957706451}, {'corpus_id': 249, 'score': 0.14615005254745483}]]",400,
people,template_based,5,"Index([300, 301, 302, 303, 304], dtype='int64')","[304, 300, 303, 301, 302]",precision@5: 1.0,"[[{'corpus_id': 304, 'score': 0.25361523032188416}, {'corpus_id': 300, 'score': 0.19552920758724213}, {'corpus_id': 303, 'score': 0.16219374537467957}, {'corpus_id': 301, 'score': 0.12211662530899048}, {'corpus_id': 302, 'score': 0.10995513200759888}]]",400,
company,template_based,5,"Index([305, 306, 307, 308, 309], dtype='int64')","[309, 305, 308, 307, 306]",precision@5: 1.0,"[[{'corpus_id': 309, 'score': 0.37523698806762695}, {'corpus_id': 305, 'score': 0.36093956232070923}, {'corpus_id': 308, 'score': 0.35133418440818787}, {'corpus_id': 307, 'score': 0.3338848352432251}, {'corpus_id': 306, 'score': 0.29407998919487}]]",400,
buildings,template_based,5,"Index([310, 311, 312, 313, 314], dtype='int64')","[313, 312, 314, 311, 310]",precision@5: 1.0,"[[{'corpus_id': 313, 'score': 0.41160592436790466}, {'corpus_id': 312, 'score': 0.3808456361293793}, {'corpus_id': 314, 'score': 0.34318241477012634}, {'corpus_id': 311, 'score': 0.2900584042072296}, {'corpus_id': 310, 'score': 0.24147042632102966}]]",400,
Companies,template_based,5,"Index([315, 316, 317, 318, 319], dtype='int64')","[309, 305, 308, 307, 319]",precision@5: 0.2,"[[{'corpus_id': 309, 'score': 0.3623267710208893}, {'corpus_id': 305, 'score': 0.3458867371082306}, {'corpus_id': 308, 'score': 0.32348886132240295}, {'corpus_id': 307, 'score': 0.31869155168533325}, {'corpus_id': 319, 'score': 0.27531471848487854}]]",400,
course,template_based,5,"Index([320, 321, 322, 323, 324], dtype='int64')","[321, 322, 323, 324, 320]",precision@5: 1.0,"[[{'corpus_id': 321, 'score': 0.28775763511657715}, {'corpus_id': 322, 'score': 0.26201826333999634}, {'corpus_id': 323, 'score': 0.2527080178260803}, {'corpus_id': 324, 'score': 0.23784175515174866}, {'corpus_id': 320, 'score': 0.23729029297828674}]]",400,
teacher,template_based,5,"Index([325, 326, 327, 328, 329], dtype='int64')","[329, 328, 327, 326, 325]",precision@5: 1.0,"[[{'corpus_id': 329, 'score': 0.4241001307964325}, {'corpus_id': 328, 'score': 0.36626994609832764}, {'corpus_id': 327, 'score': 0.3093791604042053}, {'corpus_id': 326, 'score': 0.19664667546749115}, {'corpus_id': 325, 'score': 0.1821828931570053}]]",400,
Student_game,template_based,5,"Index([330, 331, 332, 333, 334], dtype='int64')","[333, 332, 236, 330, 239]",precision@5: 0.6,"[[{'corpus_id': 333, 'score': 0.18518763780593872}, {'corpus_id': 332, 'score': 0.18484088778495789}, {'corpus_id': 236, 'score': 0.18311521410942078}, {'corpus_id': 330, 'score': 0.1814390867948532}, {'corpus_id': 239, 'score': 0.17865987122058868}]]",400,
match,template_based,5,"Index([335, 336, 337, 338, 339], dtype='int64')","[338, 336, 337, 335, 339]",precision@5: 1.0,"[[{'corpus_id': 338, 'score': 0.5899019241333008}, {'corpus_id': 336, 'score': 0.5613363981246948}, {'corpus_id': 337, 'score': 0.5153449773788452}, {'corpus_id': 335, 'score': 0.5127232670783997}, {'corpus_id': 339, 'score': 0.46829813718795776}]]",400,
addresses,template_based,5,"Index([340, 341, 342, 343, 344], dtype='int64')","[344, 91, 342, 340, 97]",precision@5: 0.6,"[[{'corpus_id': 344, 'score': 0.1850043386220932}, {'corpus_id': 91, 'score': 0.14321400225162506}, {'corpus_id': 342, 'score': 0.13167980313301086}, {'corpus_id': 340, 'score': 0.12683400511741638}, {'corpus_id': 97, 'score': 0.12228665500879288}]]",400,
member,template_based,5,"Index([345, 346, 347, 348, 349], dtype='int64')","[347, 346, 345, 349, 348]",precision@5: 1.0,"[[{'corpus_id': 347, 'score': 0.3041802644729614}, {'corpus_id': 346, 'score': 0.3033568561077118}, {'corpus_id': 345, 'score': 0.2648228704929352}, {'corpus_id': 349, 'score': 0.26194432377815247}, {'corpus_id': 348, 'score': 0.2362605184316635}]]",400,
artists,markdown,5,"Index([0, 1, 2, 3, 4], dtype='int64')","[1, 4, 0, 2, 3]",precision@5: 1.0,"[[{'corpus_id': 1, 'score': 0.1937352418899536}, {'corpus_id': 4, 'score': 0.1743399053812027}, {'corpus_id': 0, 'score': 0.16810618340969086}, {'corpus_id': 2, 'score': 0.12043727189302444}, {'corpus_id': 3, 'score': 0.08179723471403122}]]",400,
playlists,markdown,5,"Index([5, 6, 7, 8, 9], dtype='int64')","[8, 6, 7, 9, 5]",precision@5: 1.0,"[[{'corpus_id': 8, 'score': 0.2804144322872162}, {'corpus_id': 6, 'score': 0.241334930062294}, {'corpus_id': 7, 'score': 0.20505288243293762}, {'corpus_id': 9, 'score': 0.18240249156951904}, {'corpus_id': 5, 'score': 0.17602984607219696}]]",400,
chip_model,markdown,5,"Index([10, 11, 12, 13, 14], dtype='int64')","[11, 12, 13, 10, 14]",precision@5: 1.0,"[[{'corpus_id': 11, 'score': 0.40508487820625305}, {'corpus_id': 12, 'score': 0.38732245564460754}, {'corpus_id': 13, 'score': 0.37703371047973633}, {'corpus_id': 10, 'score': 0.3600057363510132}, {'corpus_id': 14, 'score': 0.35728734731674194}]]",400,
Video_Games,markdown,5,"Index([15, 16, 17, 18, 19], dtype='int64')","[17, 18, 15, 16, 19]",precision@5: 1.0,"[[{'corpus_id': 17, 'score': 0.4049225449562073}, {'corpus_id': 18, 'score': 0.3514426350593567}, {'corpus_id': 15, 'score': 0.31852906942367554}, {'corpus_id': 16, 'score': 0.31368836760520935}, {'corpus_id': 19, 'score': 0.30870321393013}]]",400,
employee,markdown,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 24, 21]",precision@5: 1.0,"[[{'corpus_id': 22, 'score': 0.2770671844482422}, {'corpus_id': 23, 'score': 0.26560866832733154}, {'corpus_id': 20, 'score': 0.244683176279068}, {'corpus_id': 24, 'score': 0.1518218070268631}, {'corpus_id': 21, 'score': 0.14727257192134857}]]",400,
Addresses,markdown,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[25, 28, 27, 29, 26]",precision@5: 1.0,"[[{'corpus_id': 25, 'score': 0.21143758296966553}, {'corpus_id': 28, 'score': 0.1918310523033142}, {'corpus_id': 27, 'score': 0.1502763330936432}, {'corpus_id': 29, 'score': 0.1358809918165207}, {'corpus_id': 26, 'score': 0.11748185008764267}]]",400,
city,markdown,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 31, 30]",precision@5: 1.0,"[[{'corpus_id': 32, 'score': 0.4617982506752014}, {'corpus_id': 34, 'score': 0.4345279335975647}, {'corpus_id': 33, 'score': 0.42709118127822876}, {'corpus_id': 31, 'score': 0.41786354780197144}, {'corpus_id': 30, 'score': 0.3883722424507141}]]",400,
shop,markdown,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[35, 38, 36, 37, 39]",precision@5: 1.0,"[[{'corpus_id': 35, 'score': 0.2392256110906601}, {'corpus_id': 38, 'score': 0.22053061425685883}, {'corpus_id': 36, 'score': 0.20672214031219482}, {'corpus_id': 37, 'score': 0.1784786880016327}, {'corpus_id': 39, 'score': 0.16543957591056824}]]",400,
stadium,markdown,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 43, 41, 44, 42]",precision@5: 1.0,"[[{'corpus_id': 40, 'score': 0.29450854659080505}, {'corpus_id': 43, 'score': 0.25555089116096497}, {'corpus_id': 41, 'score': 0.2514738440513611}, {'corpus_id': 44, 'score': 0.20052292943000793}, {'corpus_id': 42, 'score': 0.1893518716096878}]]",400,
singer,markdown,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 48, 49, 46, 47]",precision@5: 1.0,"[[{'corpus_id': 45, 'score': 0.45716533064842224}, {'corpus_id': 48, 'score': 0.37944042682647705}, {'corpus_id': 49, 'score': 0.3793909549713135}, {'corpus_id': 46, 'score': 0.3688831925392151}, {'corpus_id': 47, 'score': 0.3660419285297394}]]",400,
station_bike,markdown,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[54, 52, 53, 50, 51]",precision@5: 1.0,"[[{'corpus_id': 54, 'score': 0.24896438419818878}, {'corpus_id': 52, 'score': 0.24108336865901947}, {'corpus_id': 53, 'score': 0.23815672099590302}, {'corpus_id': 50, 'score': 0.2307303100824356}, {'corpus_id': 51, 'score': 0.2266675978899002}]]",400,
matches,markdown,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[59, 58, 56, 55, 57]",precision@5: 1.0,"[[{'corpus_id': 59, 'score': 0.17066247761249542}, {'corpus_id': 58, 'score': 0.15558451414108276}, {'corpus_id': 56, 'score': 0.1413842737674713}, {'corpus_id': 55, 'score': 0.13564260303974152}, {'corpus_id': 57, 'score': 0.13490407168865204}]]",400,
station_train,markdown,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[64, 60, 62, 61, 63]",precision@5: 1.0,"[[{'corpus_id': 64, 'score': 0.35223180055618286}, {'corpus_id': 60, 'score': 0.350252240896225}, {'corpus_id': 62, 'score': 0.3387238383293152}, {'corpus_id': 61, 'score': 0.3237985670566559}, {'corpus_id': 63, 'score': 0.2976345717906952}]]",400,
artist,markdown,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 65, 67]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.3932061195373535}, {'corpus_id': 68, 'score': 0.35587355494499207}, {'corpus_id': 66, 'score': 0.3102547228336334}, {'corpus_id': 65, 'score': 0.2660744786262512}, {'corpus_id': 67, 'score': 0.26541438698768616}]]",400,
school,markdown,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 74, 73, 70, 71]",precision@5: 1.0,"[[{'corpus_id': 72, 'score': 0.44337645173072815}, {'corpus_id': 74, 'score': 0.41633549332618713}, {'corpus_id': 73, 'score': 0.40626078844070435}, {'corpus_id': 70, 'score': 0.3850421905517578}, {'corpus_id': 71, 'score': 0.32399407029151917}]]",400,
book_club,markdown,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 79, 78, 75]",precision@5: 1.0,"[[{'corpus_id': 77, 'score': 0.36378178000450134}, {'corpus_id': 76, 'score': 0.30974990129470825}, {'corpus_id': 79, 'score': 0.29671984910964966}, {'corpus_id': 78, 'score': 0.25640156865119934}, {'corpus_id': 75, 'score': 0.2552439570426941}]]",400,
Staff,markdown,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 83, 82, 80]",precision@5: 1.0,"[[{'corpus_id': 84, 'score': 0.3882875144481659}, {'corpus_id': 81, 'score': 0.3189895451068878}, {'corpus_id': 83, 'score': 0.3039698898792267}, {'corpus_id': 82, 'score': 0.29756247997283936}, {'corpus_id': 80, 'score': 0.15757378935813904}]]",400,
Products,markdown,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 88, 89, 87, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.35015690326690674}, {'corpus_id': 88, 'score': 0.29499077796936035}, {'corpus_id': 89, 'score': 0.27333104610443115}, {'corpus_id': 87, 'score': 0.25917184352874756}, {'corpus_id': 86, 'score': 0.2522159218788147}]]",400,
Addresses_customers,markdown,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[341, 91, 344, 94, 342]",precision@5: 0.4,"[[{'corpus_id': 341, 'score': 0.19729109108448029}, {'corpus_id': 91, 'score': 0.1921183317899704}, {'corpus_id': 344, 'score': 0.17312589287757874}, {'corpus_id': 94, 'score': 0.15154582262039185}, {'corpus_id': 342, 'score': 0.14044713973999023}]]",400,
Customers,markdown,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 98, 99]",precision@5: 1.0,"[[{'corpus_id': 96, 'score': 0.2889347970485687}, {'corpus_id': 95, 'score': 0.22196392714977264}, {'corpus_id': 97, 'score': 0.15332746505737305}, {'corpus_id': 98, 'score': 0.10869241505861282}, {'corpus_id': 99, 'score': 0.10302692651748657}]]",400,
Physician,markdown,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[202, 203, 201, 204, 200]",precision@5: 1.0,"[[{'corpus_id': 202, 'score': 0.39401349425315857}, {'corpus_id': 203, 'score': 0.34796127676963806}, {'corpus_id': 201, 'score': 0.31326916813850403}, {'corpus_id': 204, 'score': 0.2736719846725464}, {'corpus_id': 200, 'score': 0.17788733541965485}]]",400,
Movie,markdown,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 209, 205, 206]",precision@5: 1.0,"[[{'corpus_id': 207, 'score': 0.4262756407260895}, {'corpus_id': 208, 'score': 0.3588775396347046}, {'corpus_id': 209, 'score': 0.34067729115486145}, {'corpus_id': 205, 'score': 0.33944305777549744}, {'corpus_id': 206, 'score': 0.27018576860427856}]]",400,
film,markdown,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[211, 212, 214, 210, 213]",precision@5: 1.0,"[[{'corpus_id': 211, 'score': 0.4179002642631531}, {'corpus_id': 212, 'score': 0.3972727060317993}, {'corpus_id': 214, 'score': 0.37906816601753235}, {'corpus_id': 210, 'score': 0.3655339181423187}, {'corpus_id': 213, 'score': 0.32950666546821594}]]",400,
films,markdown,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[215, 217, 218, 219, 216]",precision@5: 1.0,"[[{'corpus_id': 215, 'score': 0.23923663794994354}, {'corpus_id': 217, 'score': 0.2295985072851181}, {'corpus_id': 218, 'score': 0.1814638078212738}, {'corpus_id': 219, 'score': 0.1773470789194107}, {'corpus_id': 216, 'score': 0.17106352746486664}]]",400,
medicine,markdown,5,"Index([220, 221, 222, 223, 224], dtype='int64')","[222, 223, 221, 224, 220]",precision@5: 1.0,"[[{'corpus_id': 222, 'score': 0.3164956271648407}, {'corpus_id': 223, 'score': 0.22573019564151764}, {'corpus_id': 221, 'score': 0.21816174685955048}, {'corpus_id': 224, 'score': 0.181779682636261}, {'corpus_id': 220, 'score': 0.13702285289764404}]]",400,
party,markdown,5,"Index([225, 226, 227, 228, 229], dtype='int64')","[225, 227, 226, 229, 228]",precision@5: 1.0,"[[{'corpus_id': 225, 'score': 0.40545210242271423}, {'corpus_id': 227, 'score': 0.4022888243198395}, {'corpus_id': 226, 'score': 0.39129072427749634}, {'corpus_id': 229, 'score': 0.3879401385784149}, {'corpus_id': 228, 'score': 0.3564884662628174}]]",400,
region,markdown,5,"Index([230, 231, 232, 233, 234], dtype='int64')","[230, 233, 232, 234, 231]",precision@5: 1.0,"[[{'corpus_id': 230, 'score': 0.5016619563102722}, {'corpus_id': 233, 'score': 0.432748943567276}, {'corpus_id': 232, 'score': 0.41010940074920654}, {'corpus_id': 234, 'score': 0.3734518587589264}, {'corpus_id': 231, 'score': 0.3335126042366028}]]",400,
Student,markdown,5,"Index([235, 236, 237, 238, 239], dtype='int64')","[333, 239, 237, 330, 236]",precision@5: 0.6,"[[{'corpus_id': 333, 'score': 0.20925863087177277}, {'corpus_id': 239, 'score': 0.20099708437919617}, {'corpus_id': 237, 'score': 0.19825077056884766}, {'corpus_id': 330, 'score': 0.18466851115226746}, {'corpus_id': 236, 'score': 0.18105445802211761}]]",400,
list,markdown,5,"Index([240, 241, 242, 243, 244], dtype='int64')","[241, 243, 240, 242, 244]",precision@5: 1.0,"[[{'corpus_id': 241, 'score': 0.17630735039710999}, {'corpus_id': 243, 'score': 0.12853871285915375}, {'corpus_id': 240, 'score': 0.12671609222888947}, {'corpus_id': 242, 'score': 0.11148913204669952}, {'corpus_id': 244, 'score': 0.10610266774892807}]]",400,
teachers,markdown,5,"Index([245, 246, 247, 248, 249], dtype='int64')","[247, 248, 246, 245, 249]",precision@5: 1.0,"[[{'corpus_id': 247, 'score': 0.24594730138778687}, {'corpus_id': 248, 'score': 0.1867925375699997}, {'corpus_id': 246, 'score': 0.18315935134887695}, {'corpus_id': 245, 'score': 0.15299758315086365}, {'corpus_id': 249, 'score': 0.12222068756818771}]]",400,
people,markdown,5,"Index([300, 301, 302, 303, 304], dtype='int64')","[304, 300, 303, 301, 302]",precision@5: 1.0,"[[{'corpus_id': 304, 'score': 0.21166154742240906}, {'corpus_id': 300, 'score': 0.17950531840324402}, {'corpus_id': 303, 'score': 0.11652735620737076}, {'corpus_id': 301, 'score': 0.09484362602233887}, {'corpus_id': 302, 'score': 0.08967738598585129}]]",400,
company,markdown,5,"Index([305, 306, 307, 308, 309], dtype='int64')","[309, 308, 305, 307, 306]",precision@5: 1.0,"[[{'corpus_id': 309, 'score': 0.34534692764282227}, {'corpus_id': 308, 'score': 0.3127305209636688}, {'corpus_id': 305, 'score': 0.30650830268859863}, {'corpus_id': 307, 'score': 0.2938454747200012}, {'corpus_id': 306, 'score': 0.25758737325668335}]]",400,
buildings,markdown,5,"Index([310, 311, 312, 313, 314], dtype='int64')","[313, 312, 314, 311, 310]",precision@5: 1.0,"[[{'corpus_id': 313, 'score': 0.39813491702079773}, {'corpus_id': 312, 'score': 0.3504641056060791}, {'corpus_id': 314, 'score': 0.32467085123062134}, {'corpus_id': 311, 'score': 0.26700568199157715}, {'corpus_id': 310, 'score': 0.21548256278038025}]]",400,
Companies,markdown,5,"Index([315, 316, 317, 318, 319], dtype='int64')","[309, 308, 305, 307, 316]",precision@5: 0.2,"[[{'corpus_id': 309, 'score': 0.3162396550178528}, {'corpus_id': 308, 'score': 0.29563310742378235}, {'corpus_id': 305, 'score': 0.2778330147266388}, {'corpus_id': 307, 'score': 0.2670857906341553}, {'corpus_id': 316, 'score': 0.2523248791694641}]]",400,
course,markdown,5,"Index([320, 321, 322, 323, 324], dtype='int64')","[321, 323, 320, 322, 324]",precision@5: 1.0,"[[{'corpus_id': 321, 'score': 0.29079669713974}, {'corpus_id': 323, 'score': 0.25686776638031006}, {'corpus_id': 320, 'score': 0.24989460408687592}, {'corpus_id': 322, 'score': 0.2448505014181137}, {'corpus_id': 324, 'score': 0.21739926934242249}]]",400,
teacher,markdown,5,"Index([325, 326, 327, 328, 329], dtype='int64')","[329, 328, 327, 326, 325]",precision@5: 1.0,"[[{'corpus_id': 329, 'score': 0.4032164514064789}, {'corpus_id': 328, 'score': 0.36739224195480347}, {'corpus_id': 327, 'score': 0.2938227951526642}, {'corpus_id': 326, 'score': 0.17756423354148865}, {'corpus_id': 325, 'score': 0.15577653050422668}]]",400,
Student_game,markdown,5,"Index([330, 331, 332, 333, 334], dtype='int64')","[333, 239, 237, 330, 236]",precision@5: 0.4,"[[{'corpus_id': 333, 'score': 0.20925863087177277}, {'corpus_id': 239, 'score': 0.20099708437919617}, {'corpus_id': 237, 'score': 0.19825077056884766}, {'corpus_id': 330, 'score': 0.18466851115226746}, {'corpus_id': 236, 'score': 0.18105445802211761}]]",400,
match,markdown,5,"Index([335, 336, 337, 338, 339], dtype='int64')","[338, 336, 335, 337, 339]",precision@5: 1.0,"[[{'corpus_id': 338, 'score': 0.5783060193061829}, {'corpus_id': 336, 'score': 0.5467391014099121}, {'corpus_id': 335, 'score': 0.5082547664642334}, {'corpus_id': 337, 'score': 0.5032455921173096}, {'corpus_id': 339, 'score': 0.44324707984924316}]]",400,
addresses,markdown,5,"Index([340, 341, 342, 343, 344], dtype='int64')","[341, 91, 344, 94, 342]",precision@5: 0.6,"[[{'corpus_id': 341, 'score': 0.19729109108448029}, {'corpus_id': 91, 'score': 0.1921183317899704}, {'corpus_id': 344, 'score': 0.17312589287757874}, {'corpus_id': 94, 'score': 0.15154582262039185}, {'corpus_id': 342, 'score': 0.14044713973999023}]]",400,
member,markdown,5,"Index([345, 346, 347, 348, 349], dtype='int64')","[346, 347, 345, 349, 348]",precision@5: 1.0,"[[{'corpus_id': 346, 'score': 0.32527002692222595}, {'corpus_id': 347, 'score': 0.3081033527851105}, {'corpus_id': 345, 'score': 0.2848682403564453}, {'corpus_id': 349, 'score': 0.26644179224967957}, {'corpus_id': 348, 'score': 0.2363090217113495}]]",400,
